,name,multiverse_id,color_identity,text,flavor,power
67791,Setessan Training,476452.0,['G'],"Enchant creature you control
When Setessan Training enters the battlefield, draw a card.
Enchanted creature gets +1/+0 and has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.)","In the heart of Setessa, the warriors of Leina Tower defend the polis and train its daughters.",
67792,Skola Grovedancer,476453.0,['G'],"Whenever a land card is put into your graveyard from anywhere, you gain 1 life.
{2}{G}: Mill a card.","""From the ashes of last night's revel, I bring the dawn on new growth.""",2
67793,Voracious Typhon,476454.0,['G'],"Escape—{5}{G}{G}, Exile four other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Voracious Typhon escapes with three +1/+1 counters on it.",A typhon's escape from the Underworld makes armies flee and kingdoms fall.,4
67861,Eidolon of Inspiration,479168.0,['W'],"At the beginning of combat on your turn, target creature you control gets +2/+0 until end of turn.","""Agios was felled by a minotaur's blade, but I swear I have seen him since—in the midst of battle, wherever help is needed most.""
—Phrokos, soldier of Akros",2
67862,Elspeth's Devotee,479169.0,['W'],"When Elspeth's Devotee enters the battlefield, you may search your library and/or graveyard for a card named Elspeth, Undaunted Hero, reveal it, and put it into your hand. If you search your library this way, shuffle.","""For her, I would gladly die again.""",3
67863,Sunlit Hoplite,479170.0,['W'],"As long as it's your turn, Sunlit Hoplite has first strike.
Sunlit Hoplite gets +1/+0 as long as you control an Elspeth planeswalker.","""Even in her absence, the light Elspeth kindled in our hearts never faltered.""",2
67865,Swimmer in Nightmares,479172.0,['U'],"Swimmer in Nightmares gets +3/+0 as long as there are ten or more cards in a single graveyard.
Swimmer in Nightmares can't be blocked as long as you control an Ashiok planeswalker.",Ashiok's minions plumb the depths of the ocean and the psyche.,1
67866,Mindwrack Harpy,479173.0,['B'],"Flying
At the beginning of combat on your turn, each player mills three cards.",Harpies are among the most detested creatures in all of Theros... and they thoroughly deserve it.,3
67878,Grasping Giant,479046.0,['W'],"Vigilance
Whenever Grasping Giant becomes blocked by a creature, exile that creature until Grasping Giant leaves the battlefield.","Mirinthes thought death was seconds away when the giant's fist closed around him. Two days later, he was praying for death's release.",5
67880,Sphinx Mindbreaker,479048.0,['U'],"Flying
When Sphinx Mindbreaker enters the battlefield, each opponent mills ten cards.","Riddles draw you in, paradoxes hold you fast, and answers shatter your perceptions.",6
67881,Serpent of Yawning Depths,479049.0,['U'],"Krakens, Leviathans, Octopuses, and Serpents you control can't be blocked except by Krakens, Leviathans, Octopuses, and Serpents.","""Gleams like moonlight on water drew us through the storm and toward our doom.""
—Siona, captain of the *Pyleas*",6
67883,Underworld Sentinel,479051.0,['B'],"Whenever Underworld Sentinel attacks, exile target creature card from your graveyard.
When Underworld Sentinel dies, put all cards exiled with it onto the battlefield.",Deathless soldiers called phylaskia guard the borders of the Underworld.,4
67884,Deathbellow War Cry,479052.0,['R'],"Search your library for up to four Minotaur creature cards with different names, put them onto the battlefield, then shuffle.",Deathbellow Canyon echoes with the roars of minotaurs calling each other to battle.,
67886,Ironscale Hydra,479054.0,['G'],"If a creature would deal combat damage to Ironscale Hydra, prevent that damage and put a +1/+1 counter on Ironscale Hydra.","""Put down your bows, you fools! Arrows only make it angry!""
—Callia, Hyrax Tower scout",5
67970,Battlewise Valor,373627.0,['W'],Target creature gets +2/+2 until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),"It's never good to walk into an ambush, but with the right spell you might walk out again.",
67974,Chosen by Heliod,373561.0,['W'],"Enchant creature
When Chosen by Heliod enters the battlefield, draw a card.
Enchanted creature gets +0/+2.","""Training and studies aid a soldier in meager amounts. The gods do the rest.""
—Brigone, soldier of Meletis",
67976,Decorated Griffin,373577.0,['W'],"Flying
{1}{W}: Prevent the next 1 combat damage that would be dealt to you this turn.","The awards and medals of polis-dwellers mean nothing to griffins, but they repay acts of generosity.",2
67979,Ephara's Warden,373724.0,['W'],{T}: Tap target creature with power 3 or less.,"""When you threaten the sanctity of the polis, you insult Ephara herself. If she doesn't smite you, I will.""",1
67981,Fabled Hero,373606.0,['W'],"Double strike
Heroic — Whenever you cast a spell that targets Fabled Hero, put a +1/+1 counter on Fabled Hero.","""You. Poet. Be sure to write this down.""",2
67984,Glare of Heresy,373691.0,['W'],Exile target white permanent.,No foe is more hated than the former friend.,
67990,Lagonna-Band Elder,373599.0,['W'],"When Lagonna-Band Elder enters the battlefield, if you control an enchantment, you gain 3 life.","""The best lessons are not the ones I teach. They are the ones the pupils realize for themselves.""",3
67995,Phalanx Leader,373592.0,['W'],"Heroic — Whenever you cast a spell that targets Phalanx Leader, put a +1/+1 counter on each creature you control.","His soldiers etch his words on the insides of their shields, their inspiration always in sight during battle.",1
67996,Ray of Dissolution,373739.0,['W'],Destroy target enchantment. You gain 3 life.,The works of one god last only as long as the patience of another.,
67998,Setessan Battle Priest,373515.0,['W'],"Heroic — Whenever you cast a spell that targets Setessan Battle Priest, you gain 2 life.","""Your god teaches you only how to kill. Karametra teaches me to defend what I hold dear. That is why I will prevail.""",1
68000,Silent Artisan,373573.0,['W'],,"On the fourth day they passed through a forest of immense stacked stones. Althemone, youngest of the companions, called these pillars the work of a god, but the Champion knew better. She quickened her pace.
—*The Theriad*",3
68001,Soldier of the Pantheon,373529.0,['W'],"Protection from multicolored
Whenever an opponent casts a multicolored spell, you gain 1 life.","""I hear the gods' voices in my dreams each night, and I offer bloody trophies on their altars each day.""",2
68002,Spear of Heliod,373717.0,['W'],"Creatures you control get +1/+1.
{1}{W}{W}, {T}: Destroy target creature that dealt damage to you this turn.","Legend speaks of the Sun Spear, the mighty weapon that can strike any point in Theros, even the depths of the Underworld.",
68003,Traveling Philosopher,373512.0,['W'],,"The Champion and the philosopher Olexa returned from the opposing camp at dusk. Behind them, the enemy raised sail and departed, breaking the siege. When asked what the two had done, the Champion replied, ""We spoke to them.""
—*The Theriad*",2
68012,Breaching Hippocamp,373636.0,['U'],"Flash (You may cast this spell any time you could cast an instant.)
When Breaching Hippocamp enters the battlefield, untap another target creature you control.",Don't try to ride this steed unless you've got gills too.,3
68017,Fate Foretold,373686.0,['U'],"Enchant creature
When Fate Foretold enters the battlefield, draw a card.
When enchanted creature dies, its controller draws a card.","The tale of her life was already written, but that didn't mean she could predict the ending.",
68021,Lost in a Labyrinth,373629.0,['U'],Target creature gets -3/-0 until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),"Even those who leave the labyrinth never escape it, forever dreaming of their time trapped within.",
68023,Meletis Charlatan,373741.0,['U'],"{2}{U}, {T}: The controller of target instant or sorcery spell copies it. That player may choose new targets for the copy.","""Every object has an echo in the Æther beyond the world. Every idea has a shadow that can be brought to light.""",2
68030,Sea God's Revenge,373517.0,['U'],Return up to three target creatures your opponents control to their owners' hands. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),"""What has neither mouth nor throat, yet swallows captain, crew, and boat?""
—Sphinx's riddle",
68033,Stymied Hopes,373721.0,['U'],Counter target spell unless its controller pays {1}. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),"When a god's will is against you, the day never ends well.",
68036,Thassa's Bounty,373662.0,['U'],Draw three cards. Target player mills three cards.,"""Was this gift cast adrift for any to find, or did Thassa guide the currents to bring it to me alone?""
—Kenessos, priest of Thassa",
68038,Triton Fortune Hunter,373531.0,['U'],"Heroic — Whenever you cast a spell that targets Triton Fortune Hunter, draw a card.","""Thassa has blessed me with power and insight. I am careful not to disappoint her.""",2
68039,Triton Shorethief,373551.0,['U'],,"At sunrise, the Champion and her companions awoke to find their supplies gone and Brygus, their sentry, dead. Carefully arranged piles of ornamental shells gave a clear warning: go no further.
—*The Theriad*",1
68045,Agent of the Fates,373543.0,['B'],"Deathtouch
Heroic — Whenever you cast a spell that targets Agent of the Fates, each opponent sacrifices a creature.","""You are breathing borrowed air.""",3
68046,Asphodel Wanderer,373631.0,['B'],{2}{B}: Regenerate Asphodel Wanderer.,"He killed out of hate, so now only hate sustains him. He sought immortality, so the gods gave it to him.",1
68049,Boon of Erebos,373642.0,['B'],Target creature gets +2/+0 until end of turn. Regenerate it. You lose 2 life.,"""Death is not a certainty. Erebos determines when a mortal's time is up.""
—Iadorna, death priest of Erebos",
68051,Cutthroat Maneuver,373660.0,['B'],Up to two target creatures each get +1/+1 and gain lifelink until end of turn.,"""Our ambition drives us forward. Together we will claim what is ours, no matter who holds it.""",
68052,Dark Betrayal,373504.0,['B'],Destroy target black creature.,"""You're just like me: ruthless, cunning, and ambitious. Obviously you're a threat.""
—Basarios the Blade",
68056,Felhide Minotaur,373674.0,['B'],,"With spear held high, the Champion came to meet Thyrogog of the Ashlands, who wore the old king's skin as a cloak and fed on the flesh of innocents. The foul minotaur raised the great axe called Goremaster and charged.
—*The Theriad*",2
