,name,multiverse_id,colors,color_identity,supertypes,text,flavor,number,power,toughness,loyalty
70702,Alpha Guard,,['G'],['G'],,"When Alpha Guard enters the battlefield, choose a letter.
{T}: Untap another target permanent whose name starts with the chosen letter.","""Whimsy overflow in sector G! The gremlins are rampaging and the beebles are on fire!""",129,1,2,
70703,Atomwheel Acrobats,580680.0,['G'],['G'],,"Whenever you roll a 1 or 2, put that many +1/+1 counters on Atomwheel Acrobats.
{2}{G}: Roll a six-sided die.","""If the acrobatic show doesn't wow the audience, we have no one to blame but our elves.""
—Myra the Magnificent",130,3,2,
70704,Blorbian Buddy,580681.0,['G'],['G'],,"Trample
{G}, {T}: You get {TK} (a ticket counter).","When Captain Nebula tragically destroyed the planet Blorb-12 in a parking accident, Myra compensated the survivors with lifetime passes.",131,1,1,
70706,Chicken Troupe,580683.0,['G'],['G'],,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
When Chicken Troupe enters the battlefield, you get {TK}, then you may put a sticker on a nonland permanent you own.",Why did the chicken cross the park? To get to the other ride.,133,2,2,
70708,Coming Attraction,580685.0,['G'],['G'],,"Search your library for a basic land card, put it onto the battlefield tapped, then shuffle. Open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)",The Astrotorium adds new attractions almost as fast as Captain Nebula can crash them into asteroids.,135,,,
70709,Done for the Day,580686.0,['G'],['G'],,"At the beginning of your end step, if you control an Employee, a Performer, or a Robot, you may get {TK} or create a Treasure token. If you control all three, you may put a sticker on a nonland permanent you own.",Punchy was programmed to do two things: punch tickets and love punching tickets.,136,,,
70710,Embiggen,580687.0,['G'],['G'],,"Until end of turn, target non-Brushwagg creature gets +1/+1 for each supertype, card type, and subtype it has.","""Flea circus? No, flee circus!""",137,,,
70712,Finishing Move,580689.0,['G'],['G'],,"You get {TK}{TK}, then you may put a sticker on a nonland permanent you own. Target creature you control deals damage equal to its power to target creature you don't control.","What the show lacks in historical accuracy, it makes up for in awesome submission holds.",139,,,
70713,Grabby Tabby,580690.0,['G'],['G'],,Grabby Tabby has vigilance as long as you control a stickered permanent.,The milk bottle toss is closed until the rules can be amended.,140,4,3,
70715,Icing Manipulator,,['G'],['G'],,"Each +1/+1 counter on a creature you control is also a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
{3}{G}, {T}: Roll two six-sided dice. For each odd result, put a +1/+1 counter on a creature of your choice. Activate only as a sorcery.","Her most popular flavors are vanilla, maple pecan crunch, and Glurgian galactopod.",142,1,3,
70716,An Incident Has Occurred,,['G'],['G'],,"Choose one or both —
• Destroy target creature with flying.
• Destroy target Attraction. (It's put into its owner's junkyard.)
You may apologize. If you do, you gain 3 life.","""So sorry, but, per our waiver, we're not responsible for 'things happening.'""",143,,,
70717,"Jermane, Pride of the Circus",,['G'],['G'],['Legendary'],"{G}, {T}: Put two +1/+1 counters on target creature with four or more legs.
{1}{G}{G}, {T}: Until end of turn, all creatures able to block target creature with four or more legs do so.","""Don't worry about me, folks! This beauty was well-fed by my predecessor.""",144,2,3,
70718,Killer Cosplay,,['G'],['G'],,"Whenever Killer Cosplay becomes attached to a creature, choose a creature card name with an identical mana cost. That creature becomes a copy of the card with the chosen name until Killer Cosplay becomes unattached from it.
Equip {3}","""Ach! Hans, run! Get the camera. He's adorable!""
—Steffi Bobsdotter, next words",145,,,
70719,Lineprancers,580691.0,['G'],['G'],,"When Lineprancers enters the battlefield, you get {TK}{TK}, then you may put a power and toughness sticker on a creature you own.
{3}{G}: Target creature you don't control blocks target creature you control with a power and toughness sticker on it other than Lineprancers this turn if able.",Can you do the can-can-can-can?,146,2,2,
70720,Mistakes Were Made,,['G'],['G'],,Destroy target artifact or enchantment. Create a 1/1 green Squirrel creature token for each fire extinguisher you can see from your seat.,"In hindsight, Chandra's Incendiary Experience should never have been built next to Auntie Grub's House of Pitch.",147,,,
70721,_____-o-saurus,,['G'],['G'],,"Trample
When this creature enters the battlefield, you may put a name sticker on it. Put a +1/+1 counter on it for each unique vowel on that sticker. (The vowels are A, E, I, O, U, and Y.)","""Petting in the petting zoo is not advised.""
—Astrotorium waiver",148,3,3,
70722,Pair o' Dice Lost,580693.0,['G'],['G'],,"Roll two six-sided dice. Return any number of cards with total mana value X or less from your graveyard to your hand, where X is the total of those results. Exile Pair o' Dice Lost.","The Astrotorium is a zero-waste facility, meaning it deals with zero of its waste.",149,,,
70723,Petting Zookeeper,580694.0,['G'],['G'],,"Reach
When Petting Zookeeper enters the battlefield, open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)","Calling it a ""petting zoo"" really saved on the cages.",150,0,4,
70724,Pie-Eating Contest,,['G'],['G'],,"As an additional cost to cast this spell, gobble X. (Each time you gobble, take a bite of food or sacrifice a Food token.)
X target creatures you control each get +2/+2 and gain trample until end of turn.",The pie was outstanding. The cobbler tasted like shoes.,151,,,
70725,Plot Armor,,['G'],['G'],,"Enchant creature
Enchanted creature gets +2/+2 and can't be blocked except by creatures with flavor text.","""If you've got words, we're going to have words.""",152,,,
70726,Resolute Veggiesaur,580695.0,['G'],['G'],,"Trample
Whenever you roll your third die each turn, put a +1/+1 counter on Resolute Veggiesaur.","This dinosaur doesn't know what will kill him, but he's determined it won't be heart disease.",153,3,3,
70727,Sole Performer,,['G'],['G'],,"{T}: Add {T}{T}. Activate only once each turn. (While activating an ability, use {T} rather than tapping the permanent to pay for {T}.)",Elven tap is the official language of three very obnoxious planets.,154,2,2,
70728,Spelling Bee,,['G'],['G'],,"Flying, deathtouch
Whenever Spelling Bee deals combat damage to a player, that player looks at the top card of your library and chooses a word on that card. You spell that word. If you spell it correctly, draw a card. Otherwise, scry 1.",Just be thankful it wasn't grammar scorpions.,155,1,1,
70729,Squirrel Squatters,580696.0,['G'],['G'],,"When Squirrel Squatters enters the battlefield, open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)
Whenever Squirrel Squatters attacks, create a 1/1 green Squirrel creature token that's tapped and attacking for each Attraction you've visited this turn.",Such plush accommodations.,156,4,4,
70730,Stiltstrider,580697.0,['G'],['G'],,"Reach
When Stiltstrider enters the battlefield, you get {TK}{TK}, then you may put a sticker on a nonland permanent you own.","Impossibly tall, improbably elegant.",157,5,4,
70733,Vegetation Abomination,580698.0,['G'],['G'],,"Deathtouch
{T}, Sacrifice Vegetation Abomination: Roll a six-sided die. You gain life equal to the result.",The animal and vegetable categories kind of merged over time.,160,2,2,
71213,Atinlay Igpay,73937.0,['W'],['W'],,"Oubleday ikestray
Enwhay ouyay eakspay ay onnay-igpay-atinlay ordway, acrificesay Atinlay Igpay.",Isthay iecepay ofay avorflay exttay oesn'tday eallyray aysay anythingay.,1,3,3,
71216,Bosom Buddy,73977.0,['W'],['W'],,"Whenever you cast a spell, you may gain ½ life for each word in that spell's name.","""Step 1: I believe in a power and toughness greater than myself . . . .""",3,1,4,
71219,Cheap Ass,74220.0,['W'],['W'],,Spells you cast cost {½} less to cast.,And you thought Yawgmoth drove a hard bargain.,5,1,3.5,
71221,Collector Protector,74354.0,['W'],['W'],,"{W}, Give an opponent a nonland card you own from outside the game: Prevent the next 1 damage that would be dealt to you or Collector Protector this turn.","""Here—have a Mudhole.""",7,2,5,
71222,Drawn Together,74325.0,['W'],['W'],,"As Drawn Together enters the battlefield, choose an artist.
Creatures with art by the chosen artist get +2/+2.","""My Pete Venters theme deck is nearly complete. Then I shall be unstoppable! Bwahahahaaa!""
—Pete Venters",8,,,
71225,Erase (Not the Urza's Legacy One),74275.0,['W'],['W'],,"If you control two or more white permanents that share an artist, you may cast this spell without paying its mana cost.
Exile target enchantment.","Synonyms for ""erase"" we haven't used: ablate, a̶b̶r̶a̶d̶e̶, chafe, fray, f̶r̶a̶z̶z̶l̶e̶, scuff, and scrub.",10,,,
71226,Fascist Art Director,74348.0,['W'],['W'],,{W}{W}: Fascist Art Director gains protection from the artist of your choice until end of turn.,"Dear Mr. and Mrs. Cranford, After careful analysis of Jeremy's vocational testing, I feel that he is best suited for a career in either torture or art direction.",11,2,2,
71227,"First Come, First Served",74261.0,['W'],['W'],,Each attacking or blocking creature with the lowest collector number among attacking or blocking creatures has first strike.,"Yotian soldiers hoped that one day R&D would make an artifact creature whose name starts with Z. And in their dreams, it's a 4/1.",12,,,
71230,Ladies' Knight,74260.0,['W'],['W'],,"Flying
Spells cast by players wearing at least one item of women's clothing cost {1} less to cast. (You can define women's clothing as you see fit. Be reasonable.)","""I said 'Put him in a *core set*, not a corset!'""
—Richard Garfield, Ph.D.",15,2,2,
71231,Little Girl,74257.0,['W'],['W'],,,"In the future, she may be a distinguished leader, a great scholar, or a decorated hero. These days all she does is pee the bed.",16,.5,.5,
71233,Man of Measure,74268.0,['W'],['W'],,"As long as you're shorter than an opponent, Man of Measure gets +0/+1 and has first strike.
As long as you're taller than an opponent, Man of Measure gets +1/+0.",You need to be this tall to play this card.,18,2,2,
